case_id,case_name,short_label,year_first_reported,year_deployed_or_used,country,region,jurisdiction_type,source_repository,primary_sources,secondary_sources,source_quality_score,source_quality_rationale,system_type,model_or_algorithm_type,deployer,deployer_type,vendor,public_private_partnership,deployment_status,affected_population,estimated_scale,scale_basis,annex_iii_area,annex_iii_subcategory,annex_mapping_type,annex_mapping_confidence,annex_mapping_rationale,eu_scope_note,decision_criticality_score,decision_criticality_rationale,decision_criticality_confidence,autonomy_score,autonomy_rationale,autonomy_confidence,vulnerability_score,vulnerability_rationale,vulnerability_confidence,oversight_score,oversight_rationale,oversight_confidence,recourse_score,recourse_rationale,recourse_confidence,scale_score,scale_rationale,scale_confidence,opacity_score,opacity_rationale,opacity_confidence,monitoring_score,monitoring_rationale,monitoring_confidence,public_record_excerpt,coding_notes,ambiguity_flags,exclusion_reason,last_verified_date,context_severity_index,context_severity_band,known_dimension_count,missing_dimensions_count,evidence_completeness_index,unknown_as_zero_score,unknown_as_neutral_score,unknown_as_conservative_score,unknown_as_zero_band,unknown_as_neutral_band,unknown_as_conservative_band,high_missingness_flag,low_source_quality_flag,sensitivity_band_change,review_required_flag,dataset_version
CSA-LITE-0025,New York City Pre-Trial Risk Assessment Instrument,NYC Pre-Trial RAI,2017,2001,United States,North America,united_states,AIID,https://criminaljustice.cityofnewyork.us/wp-content/uploads/2020/10/AI-Innovation-Update-2020.pdf;https://www.nycja.org/what-we-do/pretrial-services/risk-assessment/,,3,NYC Office of Criminal Justice publications; NYC Criminal Justice Agency documentation; academic analyses; journalism,risk_assessment,logistic regression risk model,New York City Criminal Justice Agency,public_authority,New York City Criminal Justice Agency,false,deployed,Pre-trial defendants in New York City courts,Approximately 300000 arraignments per year in NYC,NYC Criminal Justice Agency annual reports,law_enforcement,Pre-trial risk assessment informing bail and detention decisions,direct,high,Directly maps to Annex III law enforcement: risk assessment tool informing criminal pre-trial detention decisions,US deployment; Annex III mapping is analytical reference only,2,Pre-trial detention affects liberty; bail decisions have significant material and social consequences,high,1,Score informs judicial bail decision; judges formally decide but documented influence on outcomes,high,2,Criminal defendants including low-income individuals who cannot afford bail regardless of risk level,high,1,Judges formally review but limited ability to assess algorithmic basis; pre-trial hearings are brief,medium,1,Standard pre-trial legal representation available; risk assessment tool partially documented,medium,2,Citywide deployment for all NYC arraignments; approximately 300000 per year,high,1,NYC Criminal Justice Agency has published PSA tool documentation; features and weights partially disclosed,medium,1,NYC Office of Criminal Justice conducts periodic reviews; published innovation update 2020,medium,New York City's pre-trial risk assessment has been used since 2001 to inform bail decisions at arraignment. The tool is administered by the NYC Criminal Justice Agency. Advocates have documented racial disparities in outcomes notwithstanding use of risk scores.,NYC RAI more transparent than many peer tools with published documentation; reforms under 2019 New York bail law changed landscape,Causal role of risk tool versus judge discretion in racial disparities in bail outcomes contested,,2026-05-27,11,high,8,0,0.83,11,11,11,high,high,high,False,False,False,False,0.2.0
CSA-LITE-0026,HunchLab Predictive Policing Philadelphia,HunchLab Philadelphia,2016,2015,United States,North America,united_states,AIAAIC,https://www.aclu.org/report/big-data-big-problems-predictive-policing-and-civil-rights;https://techcrunch.com/2017/07/17/azavea-hunchlab/,,2,ACLU policy report; journalism; academic critique; vendor documentation; limited official police documentation,predictive_model,machine learning crime prediction,Philadelphia Police Department,law_enforcement_agency,Azavea Inc.,false,withdrawn,Residents in algorithmically predicted high-risk areas; communities subject to directed patrols,Philadelphia police jurisdiction; city-scale deployment,ACLU documentation; vendor stated deployment,law_enforcement,Location-based crime prediction directing police patrol deployment,direct,high,Directly maps to Annex III law enforcement: AI system directing police patrol resource allocation,US deployment; Annex III mapping is analytical reference only,1,Location predictions influence patrol deployment; indirect effect on community members stopped or searched,medium,1,Algorithm informs patrol officers; officers retain discretion over individual stops and interactions,medium,1,Residents in targeted areas; documented racially disparate impact consistent with predictive policing literature,medium,1,Officers nominally retain discretion; no formal oversight of the algorithmic prediction itself,medium,2,Community members have no recourse for being in a targeted patrol area,high,1,City-scale Philadelphia deployment; significant urban deployment,high,2,Proprietary Azavea model; algorithm features not publicly disclosed,high,2,No monitoring; Philadelphia discontinued after academic critique and advocacy; Azavea stopped selling to police 2020,high,Azavea's HunchLab system predicted crime hot spots for Philadelphia police patrol deployment. Azavea discontinued sales of HunchLab to law enforcement in 2020 following internal ethics review and external advocacy. The decision was cited as an example of a tech company voluntarily exiting the predictive policing market.,Azavea notably exited police predictive policing market voluntarily; company published public statement on decision,Difficult to assess effectiveness or harm relative to other policing practices; Azavea voluntary exit limits further study,,2026-05-27,11,high,8,0,0.83,11,11,11,high,high,high,False,True,False,True,0.2.0
CSA-LITE-0027,NHS Babylon GP at Hand AI Triage,NHS Babylon Health,2018,2017,United Kingdom,Western Europe,united_kingdom,AIAAIC,https://www.bmj.com/content/364/bmj.l1099;https://www.digitalhealth.net/2018/09/babylon-health-faces-scrutiny-over-triage-ai/,,3,BMJ investigation; NHS England documentation; Babylon Health peer response; academic clinical evaluation,other,clinical natural language processing chatbot,Babylon Health and NHS GP practices,healthcare_provider,Babylon Health,true,deployed,NHS patients using GP at Hand digital service; predominantly young healthy urban users,Approximately 80000 registered patients at peak,NHS England GP registration data,non_annex_comparator,AI-driven symptom checking and triage for GP appointments; healthcare not enumerated in Annex III,comparator,medium,Healthcare triage AI does not fall within Annex III; mapped as comparator for cross-domain analysis,UK NHS public-private partnership deployment; outside EU AI Act scope,1,Triage recommendations may delay or accelerate care access; consequential but GP review occurs before clinical action,medium,1,AI recommends triage pathway; GP or clinician makes final clinical decision,high,1,Patients seeking medical advice; asymmetric context due to health concerns and clinical knowledge gap,medium,1,GP or clinician reviews before any consequential clinical action; limited ability to assess AI triage logic,medium,0,Standard NHS complaints process available; clinical decisions made by registered practitioners,high,1,NHS partnership deployment; primarily London-based; significant but not national scale,medium,1,Babylon published some clinical validation; BMJ investigation raised concerns; partial transparency,medium,1,BMJ conducted independent clinical evaluation; NHS England oversight; NHS GP registration data tracked,medium,The BMJ investigation found that Babylon Health's symptom checker gave potentially dangerous triage recommendations in some test scenarios including failing to recommend urgent care for symptoms of heart attack. Babylon disputed the findings. NHS England reviewed the partnership. Babylon filed for administration in 2023.,Public-private NHS partnership; BMJ investigation contested by Babylon; company expanded globally before financial difficulties; Babylon filed for administration 2023,Clinical performance of AI triage systems difficult to evaluate without large-scale outcomes data; BMJ methodology contested by Babylon,,2026-05-27,7,moderate,8,0,0.745,7,7,7,moderate,moderate,moderate,False,False,False,False,0.2.0
CSA-LITE-0028,Uber Driver Algorithmic Deactivation,Uber Driver AI,2017,2014,United States,North America,multi_jurisdiction,AIAAIC,https://fortune.com/2020/08/07/uber-lyft-driver-algorithm-deactivation/;https://www.theguardian.com/technology/2020/aug/24/uber-lyft-drivers-deactivated-without-warning-algorithm,,3,Fortune and Guardian reporting with driver testimony; UK employment tribunal proceedings; academic gig economy research,automated_decision_system,behavioural scoring and deactivation algorithm,Uber Technologies Inc.,platform,Uber Technologies Inc.,false,deployed,Gig worker drivers dependent on platform income,More than 3.5 million drivers in the US alone; global deployment,Uber stated driver numbers; academic gig economy estimates,employment_worker_management,Automated driver account deactivation based on ratings and performance metrics,direct,high,Directly maps to Annex III employment: automated system making employment access decisions for gig workers,US-domiciled platform; UK Supreme Court found workers are employees; EU Platform Work Directive relevant to EU deployments,2,Deactivation eliminates gig worker income; consequential for those with platform income dependency,high,2,Automated deactivation with no individual human review before action in most cases,high,1,Gig workers in asymmetric platform relationship with limited institutional protections,medium,1,Some appeals process described in driver terms; human review of some appeals but limited transparency,medium,1,Appeals process exists but limited transparency; deactivation criteria not disclosed; inconsistency reported by workers,medium,2,Global deployment across 3.5 million US drivers alone; one of largest gig economy platforms,high,2,Deactivation criteria not disclosed; ratings aggregation methodology hidden; drivers cannot understand basis for deactivation,high,2,No monitoring; deactivation harms documented by worker advocacy groups and academic gig economy researchers,high,"Uber's algorithm automatically deactivates driver accounts based on low ratings, acceptance rates, and other metrics without prior warning or individual human review. Drivers report receiving deactivation notices without explanation. UK employment tribunals found that the opacity of algorithmic management constitutes a power imbalance requiring employment protections.",UK Supreme Court 2021 ruled Uber drivers are workers entitled to employment rights; EU Platform Work Directive seeks algorithmic transparency for gig workers; ongoing litigation in multiple jurisdictions,Whether automated deactivation constitutes unfair dismissal under UK employment law varies by case; EU Platform Work Directive implementation pending,,2026-05-27,13,severe,8,0,0.8725,13,13,13,severe,severe,severe,False,False,False,False,0.2.0
CSA-LITE-0029,Idaho Medicaid Personal Care Acuity Algorithm,Idaho Medicaid AI,2016,2012,United States,North America,united_states,AIID,https://law.justia.com/cases/federal/appellate-courts/ca9/15-35221/15-35221-2016-11-04.html;https://www.aclu.org/cases/idaho-v-self-reliance,,4,Ninth Circuit Court of Appeals ruling; ACLU litigation records; district court findings; state agency documentation from discovery,eligibility_determination,undisclosed algorithmic scoring,Idaho Department of Health and Welfare,public_authority,,false,litigated,Medicaid recipients with physical and developmental disabilities in Idaho,Approximately 4000 Medicaid recipients with disabilities,ACLU litigation; IDHW administrative records,essential_services_benefits,Automated assessment of personal care hours for disabled Medicaid recipients,direct,high,Directly maps to Annex III essential services: automated eligibility determination affecting essential health care services,US deployment; Annex III mapping is analytical reference only,2,Algorithmic reductions in care hours directly affected daily functioning and health of people with disabilities,high,2,Automated calculation of care hours with no individual case review before implementation,high,2,Individuals with physical and developmental disabilities; elderly recipients; heightened vulnerability,high,2,No individual case review; reductions implemented automatically without explanation,high,1,ACLU litigation succeeded; Ninth Circuit found due process violation; legal appeals ultimately available but required protracted litigation,medium,1,Statewide Idaho deployment,high,2,Algorithm produced unexplained care hour reductions; state could not explain outputs in court proceedings,high,2,No monitoring; errors discovered when recipients experienced sudden reductions; ACLU litigation exposed systematic problem,high,The Ninth Circuit Court of Appeals found that Idaho's Medicaid algorithm for calculating personal care hours violated procedural due process by failing to provide adequate notice and explanation. Affected individuals experienced sudden unexplained reductions in care hours. The court required the state to provide individualised notice and opportunity to respond.,Ninth Circuit due process ruling applicable to similar cases in other states; parallel Arkansas case had similar outcome; algorithmic welfare due process is now established legal area,Specific algorithm features never disclosed despite litigation; state revised system after ruling,,2026-05-27,14,severe,8,0,0.9575,14,14,14,severe,severe,severe,False,False,False,False,0.2.0
CSA-LITE-0030,Canada IRCC Chinook Immigration Application Tool,Canada IRCC AI,2019,2018,Canada,North America,canada,AIAAIC,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/reports-statistics/evaluations/automated-decision-making.html;https://www.thestar.com/news/canada/2020/11/25/canada-secretly-used-artificial-intelligence-to-make-immigration-decisions-for-two-years.html,,3,IRCC published algorithmic impact assessment; Toronto Star FOI investigation; ATIP documents; parliamentary committee testimony,automated_decision_system,machine learning application triage,Immigration Refugees and Citizenship Canada,border_or_migration_authority,,false,deployed,Visa and immigration applicants; temporary and permanent resident applications,Millions of applications processed annually,IRCC annual statistics,migration_asylum_border_control,Automated triage and recommendation for immigration application processing,direct,high,Directly maps to Annex III migration: AI system directing processing of immigration and visa applications,Canadian deployment; Annex III mapping is analytical reference only; Canadian Charter rights applicable,2,Immigration decisions affect migration status and access to Canada; life-altering consequences,high,1,Chinook tool triages and makes recommendations; immigration officers formally decide on applications,medium,2,Visa and immigration applicants including refugee claimants; heightened vulnerability in immigration context,high,1,Officer nominally makes final decision; routing and recommendation demonstrably influence outcomes,medium,1,Standard immigration appeals available; AI triage decision itself not individually appealable,medium,2,National deployment for Canadian immigration applications; millions of applications annually,high,2,Tool existence not disclosed until Toronto Star FOI investigation; IRCC had not published algorithmic impact assessment,high,1,IRCC published algorithmic impact assessment after disclosure; ATIP oversight exists; partial monitoring,medium,The Toronto Star reported in 2020 that Immigration Refugees and Citizenship Canada had been using an AI tool to help process immigration applications for two years without public disclosure. IRCC published an algorithmic impact assessment after the story. Parliamentary committee hearings followed.,IRCC published AIA and updated transparency practices; case contributed to Canadian Algorithmic Impact Assessment framework development,Extent to which Chinook recommendations are followed by officers is contested; exact impact on individual decisions unclear,,2026-05-27,12,severe,8,0,0.83,12,12,12,severe,severe,severe,False,False,False,False,0.2.0
CSA-LITE-0031,London Metropolitan Police Live Facial Recognition,London Met LFR,2020,2018,United Kingdom,Western Europe,united_kingdom,AIAAIC,https://www.met.police.uk/advice/advice-and-information/facial-recognition/facial-recognition-technology/;https://www.adalovelaceinstitute.org/report/beyond-face-value-public-attitudes-to-facial-recognition-technology/,,3,Met Police published deployment policy; Ada Lovelace Institute report; academic evaluation by UCL; Bridges v South Wales Police judgment as precedent,facial_recognition,live facial recognition,Metropolitan Police Service,law_enforcement_agency,NEC Corporation,false,deployed,Members of the public at targeted events and locations in London,Targeted deployment at specific events; thousands of faces scanned per deployment,Met Police deployment records; academic evaluation data,biometrics,Live facial recognition scanning of faces in public spaces against watchlists,direct,high,Directly maps to Annex III biometrics: live remote biometric identification in public spaces,UK deployment; under EU AI Act this system type may constitute prohibited practice in public spaces; Annex III mapping is analytical reference only,2,Watchlist match triggers police approach and potential detention; affects liberty and right to free assembly,high,1,System identifies potential matches; officer formally decides to approach and detain individual,high,1,General public in deployment areas; documented higher false positive rates for dark-skinned individuals and women,medium,1,Officer nominally reviews matches; limited capacity to assess algorithm accuracy on specific match,medium,1,Bridges v South Wales Police 2020 established legal right to challenge; judicial review available,medium,1,Targeted events and locations in London; not national deployment,high,1,Met has published deployment policy and watchlist management procedures; technology partially disclosed,medium,1,UCL academics commissioned for independent evaluation; published report with performance data,medium,The Metropolitan Police conducted live facial recognition operations at targeted events in London. An Ada Lovelace Institute report found significant public concern about the technology. The Bridges v South Wales Police 2020 case established that police facial recognition use must comply with human rights law. An academic evaluation found performance varied significantly.,Met operating under revised policy following Bridges case; ongoing civil liberties challenge from Liberty; Biometrics and Surveillance Camera Commissioner oversight,Actual false positive rates in operational Met deployments not fully disclosed; higher than vendor claims suggested by independent researchers,,2026-05-27,9,high,8,0,0.7875,9,9,9,high,high,high,False,False,False,False,0.2.0
CSA-LITE-0032,TikTok For You Page Recommendation Algorithm,TikTok FYP Algo,2021,2017,China,East Asia,multi_jurisdiction,AIAAIC,https://www.wsj.com/articles/tiktok-algorithm-14-minutes-videos-11626877425;https://www.nytimes.com/2021/09/09/technology/tiktok-mental-health.html,,2,WSJ investigation with internal documentation; NYT analysis; academic studies on algorithm harms; limited official company documentation,recommender_or_allocation_system,deep learning engagement optimisation,ByteDance Ltd.,platform,ByteDance Ltd.,false,deployed,TikTok users globally; significant documented risks for minors and users with mental health vulnerabilities,Approximately 1 billion monthly active users globally,ByteDance user statistics,non_annex_comparator,Short video content recommendation algorithm; no direct Annex III analogue,comparator,high,Short video content recommendation does not fall within Annex III; mapped as comparator for reference,ByteDance domiciled in China; operations globally; EU DSA applies to systemic risk assessment; Annex III mapping is analytical reference only,1,Algorithm influences content consumption including potentially harmful content; consequential for mental health but not individual access to essential services,medium,2,Fully automated For You Page algorithm with no human review of individual content recommendations,high,1,General users including documented risks for minors and users vulnerable to eating disorder and self-harm content,medium,1,Content moderation team flags specific content; no human review of individual recommendation decisions,medium,1,Users can indicate content preferences; some controls available; limited algorithm transparency,medium,2,1 billion+ monthly active users; global deployment,high,2,Algorithm entirely proprietary; WSJ investigation required internal documentation to understand operation,high,2,No systematic monitoring; WSJ investigation disclosed concerning recommendation patterns; external research documented harms,high,"WSJ reporters created test accounts and found TikTok's algorithm rapidly surfaced content related to eating disorders, self-harm, and sadness to accounts showing interest in such content. ByteDance disputed the characterisation while agreeing to implement further safeguards. Multiple countries have investigated TikTok for algorithm-related harms to minors.",EU DSA enforcement investigation into TikTok ongoing; multiple national investigations including UK and US; TikTok banned from government devices in multiple countries,Causal relationship between TikTok algorithm and self-harm versus pre-existing conditions is contested; causation difficult to establish,,2026-05-27,12,severe,8,0,0.83,12,12,12,severe,severe,severe,False,True,False,True,0.2.0
CSA-LITE-0033,LinkedIn Job Recommendation Algorithmic Bias,LinkedIn Job Bias,2019,2003,United States,North America,united_states,AIID,https://arxiv.org/abs/2005.08365;https://www.vice.com/en/article/zmjjez/linkedin-is-showing-fewer-women-candidates-than-men-for-relevant-jobs,,3,Peer-reviewed academic study; Vice investigation; LinkedIn published research paper on algorithmic fairness,ranking_system,collaborative filtering recommendation,LinkedIn Corporation,platform,Microsoft Corporation,false,reported_incident,Job seekers and recruiters; documented gender disparity in job recommendations,900 million+ registered users,LinkedIn user statistics,employment_worker_management,Automated job recommendation and candidate ranking for employment matching,direct,high,Directly maps to Annex III employment: AI system affecting visibility of candidates in recruitment context,US-domiciled platform; deployed globally including EU member states,1,Job recommendation visibility affects employment opportunities; consequential but not determinative,medium,2,Fully automated recommendation algorithm,high,1,Job seekers in asymmetric platform relationship; documented gender disparity in visibility,medium,0,LinkedIn has published internal research on fairness and acknowledges bias mitigation as ongoing work,high,1,Limited user controls available; appeal of individual recommendation not possible,medium,2,900 million+ users; global deployment at significant scale,high,1,LinkedIn published research paper on fairness challenges; some algorithm features disclosed in publications,medium,1,LinkedIn published internal fairness research; academic collaboration on auditing conducted,medium,Academic researchers found that LinkedIn's job recommendation algorithm showed significantly fewer women than men in candidate recommendations even for equivalent profiles. LinkedIn published its own research paper acknowledging fairness challenges in recommendation systems. The company committed to ongoing fairness work.,LinkedIn proactively published research on algorithmic bias; relatively transparent compared to peers; ongoing academic study,Causal mechanism of gender disparity in recommendations is not fully disclosed,,2026-05-27,9,high,8,0,0.7875,9,9,9,high,high,high,False,False,False,False,0.2.0
CSA-LITE-0034,Epic Sepsis Prediction Model Clinical Deployment,Epic Sepsis Model,2021,2017,United States,North America,united_states,AIID,https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/2781307;https://www.statnews.com/2021/07/26/epic-failed-sepsis-detection-tool/,,4,JAMA Internal Medicine peer-reviewed study; STAT News investigation; Epic public response; academic follow-up analyses,predictive_model,gradient boosted tree sepsis prediction,Multiple US hospital systems,healthcare_provider,Epic Systems Corporation,false,deployed,Hospitalised patients at risk of sepsis,Deployed in 170+ US health systems covering hundreds of thousands of hospital beds,Epic stated deployment statistics,non_annex_comparator,Clinical decision support for sepsis detection; healthcare not enumerated in Annex III,comparator,medium,Clinical AI prediction tool does not fall within Annex III enumeration; mapped as comparator for analysis,US deployment; no EU AI Act territorial scope; Annex III mapping is analytical reference only,2,Sepsis is life-threatening; missed detection or false reassurance has serious clinical consequences,high,1,Model generates alerts; clinicians formally decide on treatment; but alert fatigue well documented,high,2,Hospitalised patients with potentially life-threatening conditions; heightened vulnerability due to health status,high,1,Clinicians review alerts but alert fatigue is documented; limited ability to assess model accuracy for individual patient,medium,0,Standard clinical care; clinicians can and do override; patient complaints available,high,2,Deployed across 170+ US health systems; very large scale,high,1,Epic sells as commercial product; Burdick et al. obtained dataset through hospital research access; some Epic validation published,medium,2,No pre-deployment independent validation; Burdick et al. JAMA 2021 found poor performance; model deployed without external validation,high,Burdick et al. published in JAMA Internal Medicine finding that the Epic Sepsis Model had poor sensitivity and specificity compared to published benchmarks. The model was deployed in hundreds of US hospitals without external validation. Epic disputed the findings. The study highlighted the absence of independent pre-deployment validation requirements for commercial clinical AI tools.,Epic disputed Burdick et al. findings; follow-up studies had mixed results; case highlighted lack of independent validation requirements for clinical AI,Performance varies significantly across hospital populations; Burdick et al. findings may not generalise; Epic validation data disputed by company,,2026-05-27,11,high,8,0,0.915,11,11,11,high,high,high,False,False,False,False,0.2.0
CSA-LITE-0035,Austria AMS Employment Profiling Algorithm,Austria AMS AI,2019,2018,Austria,Central Europe,eu_member_state,AlgorithmWatch,https://algorithmwatch.org/en/austrias-public-employment-service-ams-uses-discriminatory-algorithm/;https://www.arbeit-wirtschaft.at/kuenstliche-intelligenz-am-ams/,,3,AlgorithmWatch investigation; AMS published documentation; Austrian data protection authority proceedings; academic analysis,scoring_system,logistic regression employment profiling,Austrian Public Employment Service (AMS),public_authority,,false,deployed,Unemployed individuals registering with AMS for job placement services,Approximately 450000 new unemployment registrations per year,AMS annual statistics; published documentation,employment_worker_management,Automated classification of unemployed individuals into placement probability tiers,direct,high,Directly maps to Annex III employment: AI system classifying unemployed individuals for employment service resource allocation,EU member state deployment; GDPR applicable; Austrian data protection authority review conducted,2,Tier classification determines access to intensive job placement services affecting employment prospects,high,2,Automated tier assignment directing which individuals receive intensive support versus minimal services,high,1,Unemployed individuals seeking job placement assistance; asymmetric institutional context,medium,1,Case workers nominally review but resource allocation follows algorithm in practice,medium,1,Appeals process exists; Austrian DPA investigated; algorithm documented,medium,2,National deployment covering all Austrian unemployment registrations; significant scale,high,1,AMS published algorithm description; features documented including gender and health as factors; some transparency,medium,1,AlgorithmWatch published assessment; Austrian DPA review; academic analysis conducted,medium,"The Austrian Public Employment Service AMS deployed an algorithm classifying unemployed individuals into high, medium, and low employment-chance tiers to allocate job placement resources. AlgorithmWatch documented that the algorithm downgraded women with childcare responsibilities and people with disabilities. The Austrian DPA investigated.",Austrian DPA found GDPR compliance issues; AMS revised algorithm documentation; case contributed to EU AI Act debates about public employment AI,Algorithmic classification criteria including treatment of gender and disability contested; AMS disputed discriminatory characterisation,,2026-05-27,11,high,8,0,0.7875,11,11,11,high,high,high,False,False,False,False,0.2.0
CSA-LITE-0036,French Judicial Analytics Open Data Justice AI,French Justice AI,2019,2019,France,Western Europe,eu_member_state,AIAAIC,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000037540100;https://www.conseil-national-des-barreaux.fr/actualites/la-mise-en-open-data-des-decisions-de-justice,,2,Legislation text; academic and legal commentary; limited official deployment documentation,other,judicial decision analysis and prediction,French Ministry of Justice,public_authority,,false,deployed,Individuals subject to criminal and civil court proceedings,National deployment; all French judicial decisions published online,Ministry of Justice administrative data,justice_democratic_processes,AI analysis of judicial decisions for legal prediction and pattern analysis,analogous,medium,Analogous to Annex III justice: AI analysis of judicial decisions used in legal proceedings context; France banned judge profiling,EU member state deployment; France enacted Law 2019-222 banning identification of judges by AI,2,Predictions of judicial outcomes could influence litigation strategy and access to justice,medium,1,Legal analytics tools inform lawyers and parties; judges formally decide; formally advisory,medium,1,Parties to legal proceedings in asymmetric institutional context regarding legal system knowledge,medium,0,Judicial independence maintained; no direct algorithmic determination of outcomes,high,1,Information asymmetry between parties who can and cannot afford legal analytics tools,medium,1,National French judicial system; all published court decisions,high,1,French law banned identity-based judge analytics; remaining tools subject to legal constraints,medium,1,Ministry of Justice and Conseil d'Etat conduct oversight; academic scrutiny; some monitoring,medium,France enacted Law 2019-222 which prohibited the use of AI to identify statistical patterns relating to individual judges. The law aimed to protect judicial independence while permitting general legal analytics. Academic lawyers debated whether the ban was consistent with data protection principles.,France is notable for legislative ban on judge profiling AI; Law 2019-222 Art.33 creates specific prohibition; compliance monitoring limited,Distinction between banned judge profiling and permitted legal analytics legally contested; enforcement of the prohibition uncertain,,2026-05-27,8,high,8,0,0.745,8,8,8,high,high,high,False,True,False,True,0.2.0
CSA-LITE-0037,SenseTime Xinjiang Ethnic Surveillance System,SenseTime Xinjiang,2019,2017,China,East Asia,east_asia,AIAAIC,https://www.nytimes.com/2019/11/22/technology/sensetime-xavier-xinjiang.html;https://www.icij.org/investigations/china-cables/,,4,NYT investigation with internal documents; ICIJ China Cables leak; US BIS entity list documentation; academic and NGO investigations,surveillance_or_monitoring_system,deep learning facial recognition and ethnic categorisation,Xinjiang Public Security Bureau,law_enforcement_agency,SenseTime Group Ltd.,false,deployed,Uyghur and ethnic minority population in Xinjiang China,Population of Xinjiang approximately 25 million; predominantly Uyghur areas targeted,NGO estimates; leaked documentation; UN reports,biometrics,Facial recognition and ethnic categorisation for mass population surveillance,direct,high,Directly maps to Annex III biometrics: remote biometric identification and ethnic categorisation; under EU AI Act this would be categorised as unacceptable risk,Outside EU AI Act territorial scope; under EU AI Act this system type constitutes prohibited practice; Annex III mapping is analytical reference only,2,Ethnic surveillance feeds mass detention and persecution apparatus; life-altering for targeted individuals,high,2,Fully automated ethnic identification and flagging with no individual review,high,2,Uyghur and ethnic minority population facing state persecution; extreme vulnerability,high,2,No meaningful oversight; system feeds state repression apparatus,high,2,No recourse; state actor with full control and no accountability,high,2,Regional Xinjiang deployment affecting millions; significant population scale,high,2,Secret deployment documented via leaked documents and investigative journalism,high,2,"No monitoring; documented via NYT investigation, ICIJ China Cables, and Xinjiang Police Files leak 2022",high,Leaked Chinese government documents and NYT investigation revealed SenseTime supplied ethnic surveillance technology to Xinjiang authorities. The system identifies individuals as Uyghur based on facial features. The US Commerce Department placed SenseTime on the Entity List in 2021. The Xinjiang Police Files leak in 2022 provided further documentation.,SenseTime added to US Entity List 2021; HKEX IPO blocked by US sanctions; genocide and persecution context makes this highest-severity case in corpus,Full extent of SenseTime versus other vendor contributions to Xinjiang surveillance not fully attributable; Chinese government denies characterisation,,2026-05-27,16,severe,8,0,1.0,16,16,16,severe,severe,severe,False,False,False,False,0.2.0
CSA-LITE-0038,New York City Teacher Value-Added Model Publication,NYC Teacher VAM,2012,2010,United States,North America,united_states,AIID,https://www.nytimes.com/2012/02/25/education/teacher-evaluations-to-be-released.html;https://www.edweek.org/leadership/n-y-teacher-evaluations-released-publicly/2012/02,,3,NYT reporting; Education Week documentation; court rulings on public release; academic VAM literature,scoring_system,value-added model,New York City Department of Education,education_institution,New York City Department of Education,false,reported_incident,Teachers evaluated; students whose test scores formed basis for evaluation,Approximately 12000 NYC teachers with published VAM scores,NYC Department of Education,employment_worker_management,Value-added model for teacher evaluation affecting employment and public reputation,direct,high,Directly maps to Annex III employment: AI evaluation system affecting teacher employment and public reputation,US deployment; Annex III mapping is analytical reference only,2,Scores used in employment evaluations and published in newspapers; consequential for livelihood and reputation,high,1,VAM scores were one input; principals formally evaluate; but public newspaper publication made scores de-facto determinative for reputation,high,1,Teachers in asymmetric employment relationship with school district,medium,1,Principals formally evaluate but public disclosure of individual scores undermined meaningful review context,medium,1,Union grievances available; court ruled for public disclosure over union objections; limited algorithm challenge,medium,1,District-level deployment in NYC; not national,high,2,VAM methodology not disclosed to individual teachers whose scores were calculated and then published publicly,high,2,No individual monitoring; teachers learned of scores via newspaper publication without advance disclosure,high,New York City published Teacher Data Reports including value-added model scores for approximately 12000 teachers in 2012 following a court ruling. Teachers and the UFT union had sought to keep data private arguing scores were unreliable with wide confidence intervals. Some teachers saw published scores with confidence intervals spanning from very low to very high.,Court ordered publication over union objections; case prompted national debate about VAM validity; NYC subsequently revised evaluation system,Statistical reliability of VAM scores for individual teachers documented as poor in academic literature; application to individual employment decisions contested,,2026-05-27,11,high,8,0,0.8725,11,11,11,high,high,high,False,False,False,False,0.2.0
